;title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id;used_params
192;The Random Show — Life-Extension Misadventures, Blockchain/Crypto Investing, NFT Experiments, Dogecoin, Zen Buddhism, and Weathering Sharp Elbows (#527);Tim Ferriss;2021-08-18 07:30:23;full;https://tim.blog/2021/08/18/random-show-kevin-rose-nft-crypto;tim.blog;Conversation with Kevin Rose on The Tim Ferriss Show podcast;"Illustration via 99designs

Technologist, serial entrepreneur, world-class investor, self-experimenter, and all-around wild and crazy guy Kevin Rose (@KevinRose) rejoins me for another episode of 'The Random Show.' In this one we explore crypto investing, NFT experiments, dogecoin, Zen Buddhism, current workouts, sleep supplements, and much more.

Please enjoy!

Listen to the episode on Apple Podcasts, Spotify, Overcast, Stitcher, Castbox, Google Podcasts, or on your favorite podcast platform.

";tim.blog;8882;news;unknown;en;['Tim Ferriss'];https://i1.wp.com/tim.blog/wp-content/uploads/2021/08/Random-Show-Illustration-scaled.jpeg?fit=1200%2C960&ssl=1;False;;15.780563;58afd0f8b85a5f278b4864300df7b850;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
193;The Global Carbon Capture and Storage Market is expected to grow by 64.05 mn tons during 2021-2025, progressing at a CAGR of almost 21% during the forecast period;;2021-08-23 09:09:00;full;https://finance.yahoo.com/news/global-carbon-capture-storage-market-090900884.html;yahoo.com;Global Carbon Capture and Storage Market 2021-2025 The analyst has been monitoring the carbon capture and storage market and it is poised to grow by 64. 05 mn tons during 2021-2025, progressing at a…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…The stock has plummeted amid China's regulatory campaign, but the sell-off could be a huge long-term opportunity for intrepid investors.Many companies need workers skilled in proj;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;15.751422;52512dad00ba6cb2a93531799f110bf9;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
194;Robinhood disappoints in first earnings report since market debut;Paul R. La Monica, CNN Business;2021-08-18 20:37:26;full;https://www.cnn.com/2021/08/18/investing/robinhood-earnings/index.html;cnn.com;Robinhood posted a big loss in its first earnings report since its volatile initial public offering last month, overshadowing the fact that sales more than doubled in the second quarter, led by strong…;New York (CNN Business)Robinhood posted a big loss in its first earnings report since its volatile initial public offering last month, overshadowing the fact that sales more than doubled in the second quarter, led by strong demand for cyptocurrency trading.The company reported revenue of $565 million in the quarter. Analysts were expecting sales of $521.8 million. Robinhood said this was the first time more new customers made their first trade in cryptos, such as bitcoin and ethereum, instead of;cnn.com;60;news;US;en;['Paul R. La Monica', 'Cnn Business'];https://cdn.cnn.com/cnnnext/dam/assets/210729115235-03-robinhood-ipo-0729-super-tease.jpg;False;;15.6624155;73927fe2b2b3b1ae97548dd0091db1e3;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
195;United States Cordless Power Tools Market Report 2021: 9% CAGR Forecast During 2021-2026;;2021-08-23 09:08:00;full;https://finance.yahoo.com/news/united-states-cordless-power-tools-090800335.html;yahoo.com;"Dublin, Aug. 23, 2021 (GLOBE NEWSWIRE) -- The ""US Cordless Power Tools Market - Industry Outlook & Forecast 2021-2026"" report has been added to ResearchAndMarkets.com's offering. The cordless power…";If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…The stock has plummeted amid China's regulatory campaign, but the sell-off could be a huge long-term opportunity for intrepid investors.Many companies need workers skilled in proj;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/HP.E8HUfnyGeLtMAKwLgAQ--~B/aD01ODt3PTQ4MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/globenewswire.com/93d5b27580f67db722dd7c112e43e8bc;False;@Yahoo;15.648595;2bb8a32f6994579005a312270d136deb;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
196;Commercial Greenhouse Global Market Report 2021: COVID-19 Growth And Change;;2021-08-23 10:39:00;full;https://finance.yahoo.com/news/commercial-greenhouse-global-market-report-103900092.html;yahoo.com;Major players in the commercial greenhouse market are Heliospectra, Nexus Corporation, Rough Brothers Inc, Agra Tech Inc, LumiGrow Inc. , Logiqs B. V. , Certhon - Greenhouse Solutions, Argus Control…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Hiring the wrong financial advisor can wreak havoc on your investments and ruin your retirement. However, this new tool is changing everything.Weaker recoveries were seen in both ;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;15.595449;7617117e0be583f003aefbef1a32045e;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
197;How to Invest in Cryptocurrency in Six Easy Steps;Harsh Kumar;2021-08-24 08:57:55;full;https://www.outlookindia.com/website/story/business-news-how-to-start-investing-in-cryptocurrency-in-six-easy-steps/392474;outlookindia.com;Cryptocurrencies have emerged as an asset class that provides you with a chance to invest and earn substantial returns. Despite the lack of government backing, this asset class, has garnered massive…;Harsh Kumar 2021-08-24T14:08:22+05:30 How To Start Investing In Cryptocurrency In Six Easy Steps outlookindia.com 2021-08-24T14:27:55+05:30 Also read An Introduction To Crypto Mining Daily Crypto Update Cryptocurrencies have emerged as an asset class that provides you with a chance to invest and earn substantial returns. Despite the lack of government backing, this asset class, has garnered massive popularity in recent years. The probability of handsome returns over a short period has propelled ;outlookindia.com;4884;news;unknown;en;['Harsh Kumar', 'Amit Mohan', 'Saikat Majumdar', 'Arijit Ghosh', 'Outlook Web Bureau', 'Colin Gonsalves'];https://www.outlookindia.com/public/upload_share/website/dcd8369573ac3185f1f4d3da76b252b4_392474.jpg&w=400;False;@outlookindia;15.54564;1fdaff47e2e9daddf41faacfe5752ec8;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
198;Robinhood Increases Revenue By 131% In Q2, Shares Fall;Cristian Bustos;2021-08-19 09:25:00;full;https://www.valuewalk.com/robinhood-increases-revenue-q2-shares-fall/;valuewalk.com;Revenue of stock trading app Robinhood Markets Inc (NASDAQ:HOOD) more than doubled in the second quarter to $565 million, as revealed by the company's first;"sergeitokmakov / Pixabay


Revenue of stock trading app Robinhood Markets Inc (NASDAQ:HOOD) more than doubled in the second quarter to $565 million, as revealed by the company's first earnings report on Wednesday. 

Get The Full Series in PDF
Get the entire 10-part series on Charlie Munger in PDF. Save it to your desktop, read it on your tablet, or email to your colleagues. 



Q2 2021 hedge fund letters, conferences and more Carlson Continues To Ride The AMD- Xilinx Merger Despite Wider Spread ";valuewalk.com;6219;news;unknown;en;['Cristian Bustos Is Senior Editor For Valuewalk.Com. Previously', 'He Was The News Correspondent In Germany For Colombian Radio Broadcast Blu Radio', 'Where He Covered The German Federal Election', 'The Hamburg Summit. He Was Also Public Relations Consultant To Ey', 'Hays', 'Has Covered A Wide Range Of Topics Including Business', 'Finance', 'International Relations', 'As Well As Verticals Such As Automotive', 'Aerospace'];https://valuewalk.b-cdn.net/wp-content/uploads/2021/07/Trading_app_1625146139.jpg;False;@valuewalk;15.528677;d27fafcdb6ce8dca468fd836bd940931;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
199;Goodyear and Plus Collaborate on Autonomous Trucks;;2021-08-23 13:04:20;full;https://finance.yahoo.com/news/goodyear-plus-collaborate-autonomous-trucks-130420539.html;yahoo.com;SHANGHAI, China, Aug. 23, 2021 /3BL Media/ – The Goodyear Tire & Rubber Company today announced a strategic collaboration with Plus (formerly Plus.ai), a global provider of self-driving truck techn...;Howard Marks put it nicely when he said that, rather than worrying about share price volatility, 'The possibility of...Economic data show that the Delta variant may have slowed the global economic recovery, but hasn't ended it.If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.Weaker recoveries were seen in both the manufacturing and service sectors, with ;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/Qi9DACPs4oRs1M673SGUQA--~B/aD00MzQ7dz02NTA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/news_direct/78c625abcfac17e87bead9e1ac588d4e;False;@Yahoo;15.49439;9ad075ad02a5626e2babcacffd949af2;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 2}
200;United States Antimicrobial Coatings Markets to 2026: Medical & Healthcare, Foods & Beverages, Building & Construction, HVAC System, Protective Clothing;;2021-08-23 09:01:00;full;https://finance.yahoo.com/news/united-states-antimicrobial-coatings-markets-090100355.html;yahoo.com;"DUBLIN, August 23, 2021--The ""United States Antimicrobial Coatings Market: Prospects, Trends Analysis, Market Size and Forecasts up to 2026"" report has been added to ResearchAndMarkets.com's offering.";Berkshire Hathaway's top holdings include a technology stock, two financial giants, and two of the best known consumer brands companies in the world.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Ken Langone, the co-founding billionaire of Home Depot, went on CNBC recently to explain a big problem for Americans and their money.The actress last month sued Disney alleging that the company breached her contract when it;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/wXR7VOIEgbpb4EN_P7tddg--~B/aD00NDt3PTM3MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/business-wire.com/cd86a99d611bd7f9a201b58b7756d669;False;@Yahoo;15.143978;126143625c6108a8694814378f85db04;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
201;The Online Tutoring Services Market is expected to grow by $ 16.45 bn during 2021-2025, progressing at a CAGR of over 12% during the forecast period;;2021-08-23 07:34:00;full;https://finance.yahoo.com/news/online-tutoring-services-market-expected-073400509.html;yahoo.com;Online Tutoring Services Market in US 2021-2025. The analyst has been monitoring the online tutoring services market in the US and it is poised to grow by $ 16. 45 bn during 2021-2025, progressing at…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…The stock has plummeted amid China's regulatory campaign, but the sell-off could be a huge long-term opportunity for intrepid investors.Many companies need workers skilled in proj;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;15.118607;0a0f601b6959484da4dd57aa30c19299;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
202;Global Water Dispenser Markets 2021-2026: Significance of Innovation & Feature Enhancements / Preference for Eco-Friendly POU Systems / Emergence of Coworking Spaces;;2021-08-23 07:38:00;full;https://finance.yahoo.com/news/global-water-dispenser-markets-2021-073800855.html;yahoo.com;"Dublin, Aug. 23, 2021 (GLOBE NEWSWIRE) -- The ""Water Dispenser Market - Global Outlook & Forecast 2021-2026"" report has been added to ResearchAndMarkets.com's offering.The global water dispenser…";If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…The stock has plummeted amid China's regulatory campaign, but the sell-off could be a huge long-term opportunity for intrepid investors.Many companies need workers skilled in proj;;30;business;US;en;[];https://s.yimg.com/uu/api/res/1.2/HP.E8HUfnyGeLtMAKwLgAQ--~B/aD01ODt3PTQ4MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/globenewswire.com/93d5b27580f67db722dd7c112e43e8bc;False;@Yahoo;14.894558;84e57b27ab270d3513539676b53c217b;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
203;USD 13.21 Billion Growth expected in Social Media Analytics Market by 2024  Sourcing and Procurement Report;;2021-08-23 07:00:00;full;https://finance.yahoo.com/news/usd-13-21-billion-growth-070000925.html;yahoo.com;The Social Media Analytics will grow at a CAGR of 28.21% by 2024. This report offers key advisory and intelligence to help buyers identify and shortlist the most suitable suppliers for their Social…;After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…The actress last month sued Disney alleging that the company breached her contract when it offered the movie on streaming at the same time it played in theaters. The entertainment company, in the filing, has countered Johansson's request for a civil trial in Los Angeles by asking for the suit to be sent to arbitration in New York. Johansson's suit, filed in Los Angeles ;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/vcOnkoydRS2Bo0karfxYuQ--~B/aD0yMjU7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/6727352657ee1a4cad65d33baf89fc17;False;@Yahoo;14.889234;aa06f332f10eefb7ab29fdb7d5d1cb2b;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
204;What Did the Stock Market Do Today, Aug. 20? 3 Big Stories to Catch Up On.;Luke Lango;2021-08-20 20:36:39;full;https://investorplace.com/2021/08/what-did-the-stock-market-do-today-3-big-stories-to-catch-up-on-13-2-2/;investorplace.com;What did the stock market do today? Cardano climbed to all-time highs. Meanwhile, Bill Ackman introduced a sly, new method of SPAC investing.;"Good afternoon and welcome to the weekend! Today, investors watched altcoins reach new heights. Meanwhile, Bill Ackman's SPAC fallout continues, but it could find a saving grace in a new type of shell company model. What else did the stock market do today?
 

The S&P 500 closed up 0.81%
The Dow Jones Industrial Average closed up 0.64%
The Nasdaq Composite closed up 1.19%

So what else did the stock market do today? Here are some of the top stories. What Did the Stock Market Do Today? Cardano Bee";investorplace.com;8787;news;unknown;en;['Luke Lango', 'Louis Navellier', 'William White'];https://investorplace.com/wp-content/uploads/2019/07/wall-street-sign-american-flags.jpg;False;@InvestorPlace;14.751351;5acb7fa6c7a610eeeb39df85cc724a63;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
205;Crypto Flipsider News – August 19th – Avalanche, Vietnam Leads Global Crypto Adoption, DOGE, Bitcoin GO, Cardano Ranks 3rd, Nvidia;DailyCoin;2021-08-19 00:00:00;date;https://www.investing.com/news/cryptocurrency-news/crypto-flipsider-news--august-19th--avalanche-vietnam-leads-global-crypto-adoption-doge-bitcoin-go-cardano-ranks-3rd-nvidia-2594588;investing.com;Crypto Flipsider News – August 19th – Avalanche, Vietnam Leads Global Crypto Adoption, DOGE, Bitcoin GO, Cardano Ranks 3rd, Nvidia;"Crypto Flipsider News – August 19th – Avalanche, Vietnam Leads Global Crypto Adoption, DOGE, Bitcoin GO, Cardano Ranks 3rd, Nvidia


Avalanche: Powerful enough to reach the moon?
Vietnam leads global crypto adoption, DOGE leads Robinhood's revenue
 GO: Bitcoin pokemon
: ranks 3rd, attracts institutions, and counts 24% more staking wallets
Nvidia (NASDAQ:) – sales growth of chips is on the horizon
Avalanche: Powerful Enough to Reach the Moon? 
Although other tokens faced small resistance, Avalanc";investing.com;1732;finance;unknown;en;['DailyCoin'];https://i-invdn-com.investing.com/news/Bitcoin_800x533_L_1607601152.jpg;False;@investingcom;14.722478;f7c17dc631c7c8dd3967d7d6f9e47a96;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
206;The Global Asparagus Market is expected to grow by $ 3.39 bn during 2021-2025, progressing at a CAGR of almost 3% during the forecast period;;2021-08-23 08:56:00;full;https://finance.yahoo.com/news/global-asparagus-market-expected-grow-085600381.html;yahoo.com;Global Asparagus Market 2021-2025 The analyst has been monitoring the asparagus market and it is poised to grow by $ 3. 39 bn during 2021-2025, progressing at a CAGR of almost 3% during the forecast…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.The stock has plummeted amid China's regulatory campaign, but the sell-off could be a huge long-term opportunity for intrepid investors.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Many companies need workers skilled in proj;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;14.575629;d92d7a281e229ac66e4dd5983c29c4ad;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
207;the low intensity sweeteners market is estimated to be valued at USD 2.9 billion in 2021 and is projected to reach USD 3.6 billion by 2026, recording a CAGR of 4.6%;;2021-08-23 09:49:00;full;https://finance.yahoo.com/news/low-intensity-sweeteners-market-estimated-094900426.html;yahoo.com;The low intensity sweeteners market is estimated to be valued at USD 2. 9 billion in 2021 and is projected to reach USD 3. 6 billion by 2026, recording a CAGR of 4. 6%, in terms of value. The market…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Ken Langone, the co-founding billionaire of Home Depot, went on CNBC recently to explain a big problem for Americans and their money.Weaker recoveries were seen in both the manufa;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;14.50697;44932eeb4522fe74ddd97a352aeb4607;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
208;The global probiotics in animal feed in animal feed market was valued at USD 4.4 billion in 2020. It is estimated to reach about USD 4.8 billion in 2021 and is projected to grow at a CAGR of 8.8%;;2021-08-23 09:39:00;full;https://finance.yahoo.com/news/global-probiotics-animal-feed-animal-093900878.html;yahoo.com;to reach USD 7. 3 billion by 2026. The industrialization of the animal industry is one of the reasons for the increasing demand for probiotics in animal feed. Rising awareness among consumers about…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Ken Langone, the co-founding billionaire of Home Depot, went on CNBC recently to explain a big problem for Americans and their money.The stock has plummeted amid China's regulator;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/IN3_pUboxxFTZlP4bjcjcQ--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f;False;@Yahoo;14.501189;b7e399b47fe563bbf1334858cbdf7c07;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
209;SYNTHOS Nutrient Enhancer Now Available in Canada;;2021-08-18 15:39:00;full;https://finance.yahoo.com/news/synthos-nutrient-enhancer-now-available-153900417.html;yahoo.com;WICHITA, Kan., August 18, 2021--SYNTHOS from Koch Agronomic Services is a plant growth-promoting rhizobacteria (PGPR) product now available in Canada.;"Experts share common missteps in ""plant parenting"" and how to get it right.Its long stems and glossy, hole-filled leaves have quickly become a plant-lover favorite.Billionaire who made his fortune with groceries and real estate says a big shift in U.S. economy and financial system will reveal itself this October'I'm discovering who I am in my new garden,' says Chantal Aida Gordon, cofounder of the Horticult and coauthor of ""How to Windowbox.""On Aug. 10, CoinDCX said it has raised $90 million in ";;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/bsfAXeSWPvl5OPku016W9w--~B/aD00ODA7dz00ODA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/business-wire.com/793b7aa4ac42cbef99373fc601d836cf;False;@Yahoo;14.281012;9366c82ddb758cfe3e7072c627982756;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
210;CNC machine Tools Market to Grow by USD 25.61 Bn  Evolving Opportunities with 600 Group Plc, AMADA Co. Ltd., DMG MORI Co. Ltd.;;2021-08-23 07:00:00;full;https://finance.yahoo.com/news/cnc-machine-tools-market-grow-070000998.html;yahoo.com;Technavio has announced its latest market research report titled CNC Machine Tools Market by Product (CNC lathe machines, CNC milling machines, and Other CNC machines) and Geography (APAC, Europe,…;If oil was the necessary component for the 1970s economy, chips provide the same function in the 2020s. The longer the chip shortage goes on, the more prices will rise in all types of products.After a mixed end to the week, Bitcoin would need to move back through to $49,500 levels to support a bullish start to the week…Ken Langone, the co-founding billionaire of Home Depot, went on CNBC recently to explain a big problem for Americans and their money.Many companies need workers skilled in project;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/9b7y0YffFfxWmQ3NGelQhQ--~B/aD0yMjU7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/c713b8202c43bf999f1c052ce094f5e2;False;@Yahoo;14.251961;f2a19ad598a1839c0e611b5aaeeb85a0;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
211;"Market LIVE Updates: Sensex sheds 300 pts, Nifty at 16,400; metals tank";Ishaan Mital;2021-08-20 02:02:57;full;https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-20-08-2021-11629424001837.html;livemint.com;Stock Market LIVE Updates: Sensex was at 55,335.73, down 293.76 points, or 0.53%, while Nifty was at 16,382.50, down 186.35 points, or 1.12%. All sectors were in red at market open;"Livemint wants to start sending you push notifications. Click allow to subscribe 
 
 
 PremiumStock Market Today: Sensex, NIfty were down over 0.40% on Friday.  5 min read . 11:03 AM IST
Ishaan Mital Stock Market LIVE Updates: Sensex was at 55,335.73, down 293.76 points, or 0.53%, while Nifty was at 16,382.50, down 186.35 points, or 1.12%. All sectors were in red at market open
 Asian stocks fell Friday as the fast-spreading delta virus strain stoked concerns about economic growth and China's re";livemint.com;1738;news;IN;en;['Ishaan Mital'];https://images.livemint.com/img/2021/08/20/600x338/trader1-kxDC--621x414@LiveMint_1629424658880.jpg;False;@mint;13.9272;f8ce289e071d8e864549b060f150a7ca;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
212;Global Ostomy/Stoma Care Market Report 2021-2028: Focus on Surgery type, Usability, System Type, & Shape;;2021-08-18 10:30:00;full;https://finance.yahoo.com/news/global-ostomy-stoma-care-market-103000028.html;yahoo.com;"The ""Ostomy/Stoma Care Market Share, Size, Trends, Industry Analysis Report, By Product; By End-Use; By Region, Segment Forecast, 2021 - 2028"" report has been added to ResearchAndMarkets.com's…";Dr. Ed Racht, Chief Medical Officer at Global Medical Response, joins Yahoo Finance to discuss the impacts of the pandemic on the EMS sector.Americans may start to receive approved booster shots of COVID-19 vaccines as early as mid-September.That's according to a source familiar with the White House's plan to administer second or third doses of Pfizer/BioNTech, Moderna or Johnson & Johnson vaccines, pending approval from the U.S. Food and Drug Administration.The source added health officials und;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/wDGPSO44TROYKbQSONxNmQ--~B/aD00Mjt3PTQwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe;False;@Yahoo;13.764439;1619f3bc21092a49d26ae37e58ce891b;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
213;Daemon Doge Releases the Next 100x Return Altcoin Private Sale. Dodge Demon Giveaway included;Ein News;2021-08-22 08:11:57;full;https://www.einnews.com/pr_news/549466264/daemon-doge-releases-the-next-100x-return-altcoin-private-sale-dodge-demon-giveaway-included;einnews.com;Nobody can deny the crypto space has absolutely exploded over the last year with new innovations like and Defi, NFT's, and Memecoins rivaling staples like;/EIN News/ -- NYC, Aug. 22, 2021 (GLOBE NEWSWIRE) -- Nobody can deny the crypto space has absolutely exploded over the last year with new innovations like and Defi, NFT's, and Memecoins rivaling staples like Bitcoin and Ethereum by exceeding all-time highs and paving the way for new assets and altcoins to follow their path to the moon. With success stories like DOGECOIN, SAFEMOON, SHIBA INU, AND MORE providing retail investors with exponential returns and genuine opportunities to build life-chan;einnews.com;4959;news;UA;en;['Ein News'];https://www.globenewswire.com/newsroom/ti?nf=ODMxMzAzOCM0MzY5MzY3IzUwMDA4MjkxNQ==;False;;13.739792;f25e6fe037a591d36453e94a5b63bcba;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
214;Ranok Therapeutics Secures $40 Million Series B Financing to Advance its Innovative Targeted Protein Degradation Pipeline;;2021-08-18 11:00:00;full;https://finance.yahoo.com/news/ranok-therapeutics-secures-40-million-110000738.html;yahoo.com;"BOSTON & HANGZHOU, China, August 18, 2021--Ranok Therapeutics secures $40M Series B for progress into the clinic; continued development of unique CHAMP tumor-targeted protein degrader platform.";Dr. Ed Racht, Chief Medical Officer at Global Medical Response, joins Yahoo Finance to discuss the impacts of the pandemic on the EMS sector.Americans may start to receive approved booster shots of COVID-19 vaccines as early as mid-September.That's according to a source familiar with the White House's plan to administer second or third doses of Pfizer/BioNTech, Moderna or Johnson & Johnson vaccines, pending approval from the U.S. Food and Drug Administration.The source added health officials und;;30;news;US;en;[];https://s.yimg.com/uu/api/res/1.2/uDPc9XI.tlp3v9ds7bSFQQ--~B/aD0xNDA7dz0zMjY7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/business-wire.com/1d36ae40fc4a2d1bb1e675ad08a566ae;False;@Yahoo;13.733866;55143ee86561122346a2492b4780ad5e;{'q': 'Bitcoin AND Ethereum AND Dogecoin', 'lang': 'en', 'to_rank': 10000, 'page_size': 100, 'page': 3}
